id,name,Target_Disorder,Indication,Side_Effects,Substitutes,Chemical Class,Therapeutic Class,Action Class,Habit Forming
196300,qtripil 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qweb 50mg Tablet, Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196639,qtripil 50mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 50mg Tablet SR, Qutipax 50mg Tablet SR, Socalm 50mg Tablet SR, Qta 50mg Tablet SR, Quitibrus 50mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196507,qtripril 200mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Socalm 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197207,qtripril 200mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 200mg Tablet SR, Qutace 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR, Socalm 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196942,qtripril 300mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 300mg Tablet SR, Seropin 300mg Tablet SR, Qupex 300mg Tablet SR, Qutace 300mg Tablet SR, Qtripil 300mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196702,qtrus 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196579,qtrus 200mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197090,qtrus 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196274,quatisure 50mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 50mg Tablet SR, Qutipax 50mg Tablet SR, Socalm 50mg Tablet SR, Qta 50mg Tablet SR, Schizoquit 50mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197239,qucore 50 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196221,que 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196490,que 200mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196474,que 25 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196414,quecare 25 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196320,quecare 50 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196319,quecare sr 100 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seropin 100mg Tablet SR, Adequet SR 100 Tablet, Qtripil 100mg Tablet SR, Qutidep 100 SR Tablet, Qutiwel 100mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196422,quecare sr 200 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutace 200mg Tablet SR, Qtripril 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR, Socalm 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196861,queency 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197138,queency 200mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutace 200mg Tablet SR, Qtripril 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR, Socalm 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196728,queency 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196429,queency 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196476,queine 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196115,quel 100 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196201,quel 200mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Socalm 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196055,quel 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Aquiti 25mg Tablet, Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196264,quel 400mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Quezo 400mg Tablet SR, Qtripil 400mg Tablet SR, Qutaford 400mg Tablet SR, Qtajas 400mg Tablet SR, Quticalm 400mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196082,quel 50 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qweb 50mg Tablet, Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196102,quel sr 100 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196131,quel sr 200 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Socalm 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196186,quel sr 300 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Quticool 300mg Tablet, Psynil 300mg Tablet, Quitsun 300mg Tablet, Quetigress 300mg Tablet, Qticare 300 SR Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196087,quel sr 50 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 50mg Tablet SR, Qutipax 50mg Tablet SR, Socalm 50mg Tablet SR, Qta 50mg Tablet SR, Schizoquit 50mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197088,quelus 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196698,quelus 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196700,quetain 100 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196794,quetain 200 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196550,quetain 25 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196161,quetalent 25 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196256,quetalent 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196311,quetalent sr 100 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seropin 100mg Tablet SR, Qupex SR 100 Tablet, Adequet SR 100 Tablet, Qtripil 100mg Tablet SR, Qutidep 100 SR Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196373,quetalent sr 200 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 200mg Tablet SR, Qutace 200mg Tablet SR, Qtripril 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196726,quetia 100mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seropin 100mg Tablet SR, Adequet SR 100 Tablet, Qtripil 100mg Tablet SR, Qutidep 100 SR Tablet, Qutiwel 100mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196603,quetia 200 mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutace 200mg Tablet SR, Qtripril 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR, Socalm 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196454,quetia 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196496,quetia 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196764,quetic 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196381,quetic 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196338,quetic 50mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 50mg Tablet, Aquiti 50mg Tablet, Quetigress 50 Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196215,quetigress 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196464,quetigress 200mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 200mg Tablet SR, Qutace 200mg Tablet SR, Qtripril 200mg Tablet SR, Qupex 200mg Tablet SR, Qtripil 200mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196095,quetigress 25mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Aquiti 25mg Tablet, Qutin 25mg Tablet, Qutiwel 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196769,quetigress 300mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Quticool 300mg Tablet, Psynil 300mg Tablet, Quitsun 300mg Tablet, Qticare 300 SR Tablet, Scool 300mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196123,quetigress 50 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qweb 50mg Tablet, Qutin 50mg Tablet, Aquiti 50mg Tablet, Seropax 50mg Tablet, Qusys 50mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196897,quetimax 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196752,quetimax 200mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196244,quetimen 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196524,quetimen 200 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qtripril 200mg Tablet, Conquet 200mg Tablet, Quticool 200mg Tablet, Qtripil 200mg Tablet, Qutace 200mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196149,quetimen 25 tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Qutin 25mg Tablet, Qutiwel 25mg Tablet, Quetigress 25mg Tablet, Adequet 25 Tablet, Qusys 25mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196980,quetinex 100mg tablet,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seroquin 100 Tablet, Qutin 100mg Tablet, Socalm 100mg Tablet, Adequet 100 Tablet, Qpen 100mg Tablet",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
196905,quetium 100mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Seropin 100mg Tablet SR, Adequet SR 100 Tablet, Qtripil 100mg Tablet SR, Qutidep 100 SR Tablet, Qutiwel 100mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197027,quetium 25mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","Q Tacle 25mg Tablet SR, Qutina 25mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
197032,quetium 50mg tablet sr,Schizophrenia,Treatment of Schizophrenia; Treatment of Mania,"Constipation, Dizziness, Dryness in mouth, Dyslipidemia, Fatigue, High blood pressure, Orthostatic hypotension (sudden lowering of blood pressure on standing), Sleepiness","ES-Que 50mg Tablet SR, Qutipax 50mg Tablet SR, Socalm 50mg Tablet SR, Qta 50mg Tablet SR, Q Tacle 50mg Tablet SR",Dibenzothiazepine Derivatives,NEURO CNS,Atypical Antipsychotics,No
